"Time","data_points"
2026-01-06 20:57:00,1360
2026-01-06 20:58:00,1724
2026-01-06 20:59:00,1814
2026-01-06 21:00:00,1814
2026-01-06 21:01:00,2585
2026-01-06 21:02:00,2630
2026-01-06 21:03:00,2766
2026-01-06 21:04:00,2812
2026-01-06 21:05:00,2449
2026-01-06 21:06:00,2539
2026-01-06 21:07:00,2675
2026-01-06 21:08:00,2721
2026-01-06 21:09:00,2992
2026-01-06 21:10:00,3174
2026-01-06 21:11:00,2358
2026-01-06 21:12:00,2494
2026-01-06 21:13:00,2313
2026-01-06 21:14:00,2313
2026-01-06 21:15:00,2313
2026-01-06 21:16:00,2313
2026-01-06 21:17:00,2586
2026-01-06 21:18:00,2767
2026-01-06 21:19:00,2767
2026-01-06 21:20:00,2767
2026-01-06 21:21:00,4219
2026-01-06 21:22:00,4537
2026-01-06 21:23:00,3857
2026-01-06 21:24:00,5037
2026-01-06 21:25:00,4080
2026-01-06 21:26:00,4261
2026-01-06 21:27:00,4851
2026-01-06 21:28:00,6483
2026-01-06 21:29:00,6302
2026-01-06 21:30:00,6302
2026-01-06 21:31:00,6120
2026-01-06 21:32:00,6120
2026-01-06 21:33:00,6120
2026-01-06 21:34:00,6120
2026-01-06 21:35:00,6120
2026-01-06 21:36:00,6120
2026-01-06 21:37:00,6120
2026-01-06 21:38:00,6120
2026-01-06 21:39:00,6120
2026-01-06 21:40:00,6120
2026-01-06 21:41:00,6120
2026-01-06 21:42:00,6120
2026-01-06 21:43:00,6483
2026-01-06 21:44:00,6483
2026-01-06 21:45:00,6484
2026-01-06 21:46:00,5532
2026-01-06 21:47:00,5759
2026-01-06 21:48:00,5260
2026-01-06 21:49:00,5260
2026-01-06 21:50:00,5260
2026-01-06 21:51:00,5805
2026-01-06 21:52:00,6122
2026-01-06 21:53:00,6122
2026-01-06 21:54:00,6122
2026-01-06 21:55:00,6805
2026-01-06 21:56:00,6805
2026-01-06 21:57:00,6532
2026-01-06 21:58:00,6668
2026-01-06 21:59:00,6576
2026-01-06 22:00:00,6576
2026-01-06 22:01:00,7212
2026-01-06 22:02:00,5715
2026-01-06 22:03:00,6396
2026-01-06 22:04:00,6351
2026-01-06 22:05:00,6169
2026-01-06 22:06:00,6350
2026-01-06 22:07:00,6169
2026-01-06 22:08:00,6169
2026-01-06 22:09:00,5988
2026-01-06 22:10:00,5852
2026-01-06 22:11:00,5852
2026-01-06 22:12:00,5852
2026-01-06 22:13:00,5489
2026-01-06 22:14:00,5489
2026-01-06 22:15:00,5489
2026-01-06 22:16:00,5489
2026-01-06 22:17:00,5489