"Time","sum:resnet_americas_03e4b61/gateway1","sum:resnet_americas_03e4b61/scheduler","sum:resnet_americas_03e4b61/worker1","sum:resnet_americas_03e4b61/worker3","sum:resnet_americas_03e4b61/worker4","sum:resnet_americas_03e4b61/worker6"
2026-01-06 14:15:00,137 MB,182 MB,3.15 TB,8.07 TB,578 GB,3.08 TB
2026-01-06 14:20:00,137 MB,183 MB,3.16 TB,8.08 TB,580 GB,3.09 TB
2026-01-06 14:25:00,137 MB,183 MB,3.16 TB,8.09 TB,583 GB,3.09 TB
2026-01-06 14:30:00,137 MB,184 MB,3.16 TB,8.10 TB,585 GB,3.09 TB
2026-01-06 14:35:00,137 MB,185 MB,3.16 TB,8.11 TB,588 GB,3.10 TB
2026-01-06 14:40:00,137 MB,186 MB,3.17 TB,8.11 TB,591 GB,3.10 TB
2026-01-06 14:45:00,138 MB,187 MB,3.17 TB,8.12 TB,593 GB,3.10 TB
2026-01-06 14:50:00,138 MB,188 MB,3.17 TB,8.13 TB,596 GB,3.10 TB
2026-01-06 14:55:00,138 MB,189 MB,3.17 TB,8.14 TB,598 GB,3.11 TB
2026-01-06 15:00:00,138 MB,190 MB,3.18 TB,8.14 TB,601 GB,3.11 TB
2026-01-06 15:05:00,138 MB,191 MB,3.18 TB,8.15 TB,604 GB,3.11 TB
2026-01-06 15:10:00,138 MB,192 MB,3.18 TB,8.16 TB,606 GB,3.11 TB
2026-01-06 15:15:00,138 MB,193 MB,3.18 TB,8.17 TB,609 GB,3.12 TB
2026-01-06 15:20:00,138 MB,193 MB,3.19 TB,8.18 TB,611 GB,3.12 TB
2026-01-06 15:25:00,139 MB,194 MB,3.19 TB,8.18 TB,614 GB,3.12 TB
2026-01-06 15:30:00,139 MB,195 MB,3.19 TB,8.18 TB,615 GB,3.12 TB
2026-01-06 15:35:00,139 MB,196 MB,3.19 TB,8.19 TB,618 GB,3.12 TB
2026-01-06 15:40:00,139 MB,197 MB,3.19 TB,8.20 TB,620 GB,3.13 TB
2026-01-06 15:45:00,139 MB,198 MB,3.20 TB,8.21 TB,621 GB,3.13 TB
2026-01-06 15:50:00,139 MB,199 MB,3.20 TB,8.22 TB,625 GB,3.13 TB
2026-01-06 15:55:00,139 MB,200 MB,3.20 TB,8.22 TB,627 GB,3.13 TB
2026-01-06 16:00:00,139 MB,201 MB,3.20 TB,8.22 TB,627 GB,3.13 TB
2026-01-06 16:05:00,140 MB,202 MB,3.20 TB,8.22 TB,628 GB,3.13 TB
2026-01-06 16:10:00,140 MB,202 MB,3.21 TB,8.23 TB,630 GB,3.14 TB
2026-01-06 16:15:00,140 MB,203 MB,3.21 TB,8.24 TB,634 GB,3.14 TB
2026-01-06 16:20:00,140 MB,204 MB,3.21 TB,8.25 TB,637 GB,3.14 TB
2026-01-06 16:25:00,140 MB,205 MB,3.22 TB,8.26 TB,641 GB,3.15 TB
2026-01-06 16:30:00,140 MB,206 MB,3.22 TB,8.27 TB,644 GB,3.15 TB
2026-01-06 16:35:00,140 MB,207 MB,3.22 TB,8.27 TB,644 GB,3.15 TB
2026-01-06 16:40:00,140 MB,208 MB,3.22 TB,8.28 TB,646 GB,3.15 TB
2026-01-06 16:45:00,141 MB,209 MB,3.22 TB,8.29 TB,649 GB,3.16 TB
2026-01-06 16:50:00,141 MB,209 MB,3.23 TB,8.30 TB,653 GB,3.16 TB
2026-01-06 16:55:00,141 MB,210 MB,3.23 TB,8.30 TB,655 GB,3.16 TB
2026-01-06 17:00:00,141 MB,211 MB,3.23 TB,8.31 TB,659 GB,3.16 TB
2026-01-06 17:05:00,141 MB,212 MB,3.24 TB,8.32 TB,662 GB,3.17 TB
2026-01-06 17:10:00,141 MB,213 MB,3.24 TB,8.33 TB,666 GB,3.17 TB
2026-01-06 17:15:00,141 MB,214 MB,3.24 TB,8.34 TB,669 GB,3.17 TB
2026-01-06 17:20:00,141 MB,215 MB,3.25 TB,8.35 TB,672 GB,3.18 TB
2026-01-06 17:25:00,142 MB,216 MB,3.25 TB,8.36 TB,676 GB,3.18 TB
2026-01-06 17:30:00,142 MB,216 MB,3.25 TB,8.37 TB,678 GB,3.18 TB
2026-01-06 17:35:00,142 MB,217 MB,3.25 TB,8.38 TB,681 GB,3.19 TB
2026-01-06 17:40:00,142 MB,218 MB,3.26 TB,8.39 TB,684 GB,3.19 TB
2026-01-06 17:45:00,142 MB,219 MB,3.26 TB,8.40 TB,686 GB,3.19 TB
2026-01-06 17:50:00,142 MB,220 MB,3.26 TB,8.40 TB,689 GB,3.19 TB
2026-01-06 17:55:00,142 MB,221 MB,3.27 TB,8.41 TB,691 GB,3.20 TB
2026-01-06 18:00:00,142 MB,222 MB,3.27 TB,8.42 TB,694 GB,3.20 TB
2026-01-06 18:05:00,142 MB,223 MB,3.27 TB,8.43 TB,697 GB,3.20 TB
2026-01-06 18:10:00,143 MB,224 MB,3.27 TB,8.43 TB,699 GB,3.21 TB
2026-01-06 18:15:00,143 MB,225 MB,3.28 TB,8.44 TB,702 GB,3.21 TB
2026-01-06 18:20:00,143 MB,225 MB,3.28 TB,8.45 TB,704 GB,3.21 TB
2026-01-06 18:25:00,143 MB,226 MB,3.28 TB,8.46 TB,707 GB,3.21 TB
2026-01-06 18:30:00,143 MB,227 MB,3.28 TB,8.47 TB,710 GB,3.22 TB
2026-01-06 18:35:00,143 MB,228 MB,3.29 TB,8.47 TB,712 GB,3.22 TB
2026-01-06 18:40:00,143 MB,229 MB,3.29 TB,8.48 TB,715 GB,3.22 TB
2026-01-06 18:45:00,143 MB,230 MB,3.29 TB,8.49 TB,717 GB,3.22 TB
2026-01-06 18:50:00,144 MB,231 MB,3.29 TB,8.50 TB,720 GB,3.23 TB
2026-01-06 18:55:00,144 MB,232 MB,3.30 TB,8.50 TB,723 GB,3.23 TB
2026-01-06 19:00:00,144 MB,233 MB,3.30 TB,8.51 TB,725 GB,3.23 TB
2026-01-06 19:05:00,144 MB,234 MB,3.30 TB,8.52 TB,728 GB,3.23 TB
2026-01-06 19:10:00,144 MB,235 MB,3.30 TB,8.53 TB,730 GB,3.24 TB
2026-01-06 19:15:00,144 MB,235 MB,3.31 TB,8.54 TB,733 GB,3.24 TB
2026-01-06 19:20:00,144 MB,236 MB,3.31 TB,8.54 TB,735 GB,3.24 TB
2026-01-06 19:25:00,144 MB,237 MB,3.31 TB,8.55 TB,738 GB,3.24 TB
2026-01-06 19:30:00,145 MB,238 MB,3.31 TB,8.56 TB,741 GB,3.25 TB
2026-01-06 19:35:00,145 MB,239 MB,3.32 TB,8.57 TB,743 GB,3.25 TB
2026-01-06 19:40:00,145 MB,240 MB,3.32 TB,8.57 TB,746 GB,3.25 TB
2026-01-06 19:45:00,145 MB,241 MB,3.32 TB,8.58 TB,748 GB,3.25 TB
2026-01-06 19:50:00,145 MB,242 MB,3.33 TB,8.59 TB,751 GB,3.26 TB
2026-01-06 19:55:00,145 MB,243 MB,3.33 TB,8.60 TB,754 GB,3.26 TB
2026-01-06 20:00:00,145 MB,243 MB,3.33 TB,8.61 TB,756 GB,3.26 TB
2026-01-06 20:05:00,145 MB,244 MB,3.33 TB,8.61 TB,759 GB,3.26 TB
2026-01-06 20:10:00,146 MB,245 MB,3.34 TB,8.62 TB,761 GB,3.27 TB
2026-01-06 20:15:00,146 MB,246 MB,3.34 TB,8.63 TB,764 GB,3.27 TB
2026-01-06 20:20:00,146 MB,247 MB,3.34 TB,8.64 TB,766 GB,3.27 TB
2026-01-06 20:25:00,146 MB,248 MB,3.34 TB,8.64 TB,769 GB,3.27 TB
2026-01-06 20:30:00,146 MB,249 MB,3.35 TB,8.65 TB,771 GB,3.28 TB
2026-01-06 20:35:00,146 MB,250 MB,3.35 TB,8.66 TB,774 GB,3.28 TB
2026-01-06 20:40:00,146 MB,251 MB,3.35 TB,8.67 TB,777 GB,3.28 TB
2026-01-06 20:45:00,146 MB,252 MB,3.35 TB,8.67 TB,779 GB,3.28 TB
2026-01-06 20:50:00,147 MB,252 MB,3.36 TB,8.68 TB,782 GB,3.29 TB
2026-01-06 20:55:00,147 MB,253 MB,3.36 TB,8.69 TB,784 GB,3.29 TB
2026-01-06 21:00:00,147 MB,254 MB,3.36 TB,8.70 TB,787 GB,3.29 TB
2026-01-06 21:05:00,147 MB,255 MB,3.36 TB,8.71 TB,790 GB,3.30 TB
2026-01-06 21:10:00,147 MB,256 MB,3.37 TB,8.71 TB,792 GB,3.30 TB
2026-01-06 21:15:00,147 MB,257 MB,3.37 TB,8.72 TB,795 GB,3.30 TB
2026-01-06 21:20:00,147 MB,258 MB,3.37 TB,8.73 TB,797 GB,3.30 TB
2026-01-06 21:25:00,147 MB,259 MB,3.37 TB,8.74 TB,800 GB,3.31 TB
2026-01-06 21:30:00,148 MB,260 MB,3.38 TB,8.74 TB,803 GB,3.31 TB
2026-01-06 21:35:00,148 MB,261 MB,3.38 TB,8.75 TB,805 GB,3.31 TB
2026-01-06 21:40:00,148 MB,261 MB,3.38 TB,8.76 TB,808 GB,3.31 TB
2026-01-06 21:45:00,148 MB,262 MB,3.38 TB,8.77 TB,810 GB,3.32 TB
2026-01-06 21:50:00,148 MB,263 MB,3.39 TB,8.78 TB,813 GB,3.32 TB
2026-01-06 21:55:00,148 MB,264 MB,3.39 TB,8.78 TB,816 GB,3.32 TB
2026-01-06 22:00:00,148 MB,265 MB,3.39 TB,8.79 TB,818 GB,3.32 TB
2026-01-06 22:05:00,148 MB,266 MB,3.39 TB,8.80 TB,821 GB,3.33 TB
2026-01-06 22:10:00,148 MB,267 MB,3.40 TB,8.81 TB,824 GB,3.33 TB
2026-01-06 22:15:00,149 MB,268 MB,3.40 TB,8.81 TB,826 GB,3.33 TB
2026-01-06 22:20:00,149 MB,269 MB,3.40 TB,8.82 TB,829 GB,3.33 TB
2026-01-06 22:25:00,149 MB,270 MB,3.40 TB,8.83 TB,831 GB,3.34 TB
2026-01-06 22:30:00,149 MB,270 MB,3.41 TB,8.84 TB,834 GB,3.34 TB
2026-01-06 22:35:00,149 MB,271 MB,3.41 TB,8.85 TB,836 GB,3.34 TB
2026-01-06 22:40:00,149 MB,272 MB,3.41 TB,8.85 TB,839 GB,3.34 TB
2026-01-06 22:45:00,149 MB,273 MB,3.42 TB,8.86 TB,842 GB,3.35 TB
2026-01-06 22:50:00,149 MB,274 MB,3.42 TB,8.87 TB,844 GB,3.35 TB
2026-01-06 22:55:00,150 MB,275 MB,3.42 TB,8.88 TB,847 GB,3.35 TB
2026-01-06 23:00:00,150 MB,276 MB,3.42 TB,8.89 TB,850 GB,3.36 TB
2026-01-06 23:05:00,150 MB,277 MB,3.43 TB,8.89 TB,852 GB,3.36 TB
2026-01-06 23:10:00,150 MB,277 MB,3.43 TB,8.90 TB,855 GB,3.36 TB
2026-01-06 23:15:00,150 MB,278 MB,3.43 TB,8.91 TB,857 GB,3.36 TB
2026-01-06 23:20:00,150 MB,279 MB,3.43 TB,8.92 TB,860 GB,3.37 TB
2026-01-06 23:25:00,150 MB,280 MB,3.44 TB,8.92 TB,862 GB,3.37 TB
2026-01-06 23:30:00,150 MB,281 MB,3.44 TB,8.93 TB,865 GB,3.37 TB
2026-01-06 23:35:00,151 MB,282 MB,3.44 TB,8.94 TB,868 GB,3.37 TB
2026-01-06 23:40:00,151 MB,283 MB,3.44 TB,8.95 TB,870 GB,3.38 TB
2026-01-06 23:45:00,151 MB,284 MB,3.45 TB,8.96 TB,873 GB,3.38 TB
2026-01-06 23:50:00,151 MB,284 MB,3.45 TB,8.96 TB,875 GB,3.38 TB
2026-01-06 23:55:00,151 MB,285 MB,3.45 TB,8.97 TB,878 GB,3.38 TB
2026-01-07 00:00:00,151 MB,286 MB,3.45 TB,8.98 TB,881 GB,3.39 TB
2026-01-07 00:05:00,151 MB,287 MB,3.46 TB,8.99 TB,883 GB,3.39 TB
2026-01-07 00:10:00,151 MB,288 MB,3.46 TB,8.99 TB,886 GB,3.39 TB
2026-01-07 00:15:00,152 MB,289 MB,3.46 TB,9.00 TB,888 GB,3.39 TB
2026-01-07 00:20:00,152 MB,290 MB,3.46 TB,9.01 TB,891 GB,3.40 TB
2026-01-07 00:25:00,152 MB,291 MB,3.47 TB,9.02 TB,893 GB,3.40 TB
2026-01-07 00:30:00,152 MB,292 MB,3.47 TB,9.02 TB,896 GB,3.40 TB
2026-01-07 00:35:00,152 MB,293 MB,3.47 TB,9.03 TB,898 GB,3.40 TB
2026-01-07 00:40:00,152 MB,293 MB,3.47 TB,9.04 TB,901 GB,3.41 TB
2026-01-07 00:45:00,152 MB,294 MB,3.48 TB,9.05 TB,904 GB,3.41 TB
2026-01-07 00:50:00,152 MB,295 MB,3.48 TB,9.06 TB,906 GB,3.41 TB
2026-01-07 00:55:00,153 MB,296 MB,3.48 TB,9.06 TB,909 GB,3.41 TB
2026-01-07 01:00:00,153 MB,297 MB,3.49 TB,9.07 TB,911 GB,3.42 TB
2026-01-07 01:05:00,153 MB,298 MB,3.49 TB,9.08 TB,914 GB,3.42 TB
2026-01-07 01:10:00,153 MB,299 MB,3.49 TB,9.09 TB,917 GB,3.42 TB
2026-01-07 01:15:00,153 MB,300 MB,3.49 TB,9.09 TB,919 GB,3.42 TB
2026-01-07 01:20:00,153 MB,301 MB,3.50 TB,9.10 TB,922 GB,3.43 TB
2026-01-07 01:25:00,153 MB,301 MB,3.50 TB,9.11 TB,925 GB,3.43 TB
2026-01-07 01:30:00,153 MB,302 MB,3.50 TB,9.12 TB,927 GB,3.43 TB
2026-01-07 01:35:00,154 MB,303 MB,3.50 TB,9.13 TB,930 GB,3.44 TB
2026-01-07 01:40:00,154 MB,304 MB,3.51 TB,9.13 TB,932 GB,3.44 TB
2026-01-07 01:45:00,154 MB,305 MB,3.51 TB,9.14 TB,935 GB,3.44 TB
2026-01-07 01:50:00,154 MB,306 MB,3.51 TB,9.15 TB,937 GB,3.44 TB
2026-01-07 01:55:00,154 MB,307 MB,3.51 TB,9.16 TB,940 GB,3.45 TB
2026-01-07 02:00:00,154 MB,308 MB,3.52 TB,9.16 TB,943 GB,3.45 TB
2026-01-07 02:05:00,154 MB,309 MB,3.52 TB,9.17 TB,945 GB,3.45 TB
2026-01-07 02:10:00,154 MB,310 MB,3.52 TB,9.18 TB,948 GB,3.45 TB
2026-01-07 02:15:00,155 MB,311 MB,3.52 TB,9.19 TB,950 GB,3.46 TB
2026-01-07 02:20:00,155 MB,311 MB,3.53 TB,9.20 TB,953 GB,3.46 TB
2026-01-07 02:25:00,155 MB,312 MB,3.53 TB,9.20 TB,956 GB,3.46 TB
2026-01-07 02:30:00,155 MB,313 MB,3.53 TB,9.21 TB,958 GB,3.46 TB
2026-01-07 02:35:00,155 MB,314 MB,3.53 TB,9.22 TB,961 GB,3.47 TB
2026-01-07 02:40:00,155 MB,315 MB,3.54 TB,9.23 TB,964 GB,3.47 TB
2026-01-07 02:45:00,155 MB,316 MB,3.54 TB,9.23 TB,966 GB,3.47 TB
2026-01-07 02:50:00,155 MB,317 MB,3.54 TB,9.24 TB,969 GB,3.47 TB
2026-01-07 02:55:00,155 MB,318 MB,3.55 TB,9.25 TB,971 GB,3.48 TB
2026-01-07 03:00:00,156 MB,319 MB,3.55 TB,9.26 TB,974 GB,3.48 TB
2026-01-07 03:05:00,156 MB,320 MB,3.55 TB,9.27 TB,976 GB,3.48 TB
2026-01-07 03:10:00,156 MB,321 MB,3.55 TB,9.27 TB,979 GB,3.48 TB
2026-01-07 03:15:00,156 MB,321 MB,3.56 TB,9.28 TB,982 GB,3.49 TB
2026-01-07 03:20:00,156 MB,322 MB,3.56 TB,9.29 TB,984 GB,3.49 TB
2026-01-07 03:25:00,156 MB,323 MB,3.56 TB,9.30 TB,987 GB,3.49 TB
2026-01-07 03:30:00,156 MB,324 MB,3.56 TB,9.30 TB,989 GB,3.50 TB
2026-01-07 03:35:00,156 MB,325 MB,3.57 TB,9.31 TB,992 GB,3.50 TB
2026-01-07 03:40:00,157 MB,326 MB,3.57 TB,9.32 TB,995 GB,3.50 TB
2026-01-07 03:45:00,157 MB,327 MB,3.57 TB,9.33 TB,997 GB,3.50 TB
2026-01-07 03:50:00,157 MB,328 MB,3.57 TB,9.34 TB,1.00 TB,3.51 TB
2026-01-07 03:55:00,157 MB,329 MB,3.58 TB,9.35 TB,1.00 TB,3.51 TB
2026-01-07 04:00:00,157 MB,330 MB,3.58 TB,9.36 TB,1.01 TB,3.51 TB
2026-01-07 04:05:00,157 MB,330 MB,3.58 TB,9.37 TB,1.01 TB,3.52 TB
2026-01-07 04:10:00,157 MB,331 MB,3.59 TB,9.38 TB,1.01 TB,3.52 TB
2026-01-07 04:15:00,157 MB,332 MB,3.59 TB,9.39 TB,1.02 TB,3.52 TB
2026-01-07 04:20:00,158 MB,333 MB,3.59 TB,9.40 TB,1.02 TB,3.53 TB
2026-01-07 04:25:00,158 MB,334 MB,3.60 TB,9.41 TB,1.02 TB,3.53 TB
2026-01-07 04:30:00,158 MB,335 MB,3.60 TB,9.42 TB,1.03 TB,3.53 TB
2026-01-07 04:35:00,158 MB,336 MB,3.60 TB,9.43 TB,1.03 TB,3.54 TB
2026-01-07 04:40:00,158 MB,337 MB,3.61 TB,9.44 TB,1.03 TB,3.54 TB
2026-01-07 04:45:00,158 MB,338 MB,3.61 TB,9.45 TB,1.04 TB,3.54 TB
2026-01-07 04:50:00,158 MB,338 MB,3.62 TB,9.46 TB,1.04 TB,3.55 TB
2026-01-07 04:55:00,158 MB,339 MB,3.62 TB,9.47 TB,1.05 TB,3.55 TB
2026-01-07 05:00:00,159 MB,340 MB,3.62 TB,9.48 TB,1.05 TB,3.55 TB
2026-01-07 05:05:00,159 MB,341 MB,3.63 TB,9.49 TB,1.05 TB,3.56 TB
2026-01-07 05:10:00,159 MB,342 MB,3.63 TB,9.50 TB,1.06 TB,3.56 TB
2026-01-07 05:15:00,159 MB,343 MB,3.63 TB,9.51 TB,1.06 TB,3.56 TB
2026-01-07 05:20:00,159 MB,344 MB,3.64 TB,9.52 TB,1.06 TB,3.57 TB
2026-01-07 05:25:00,159 MB,345 MB,3.64 TB,9.53 TB,1.07 TB,3.57 TB
2026-01-07 05:30:00,159 MB,345 MB,3.64 TB,9.54 TB,1.07 TB,3.57 TB
2026-01-07 05:35:00,159 MB,346 MB,3.65 TB,9.55 TB,1.07 TB,3.58 TB
2026-01-07 05:40:00,160 MB,347 MB,3.65 TB,9.56 TB,1.08 TB,3.58 TB
2026-01-07 05:45:00,160 MB,348 MB,3.65 TB,9.57 TB,1.08 TB,3.58 TB
2026-01-07 05:50:00,160 MB,349 MB,3.66 TB,9.58 TB,1.08 TB,3.59 TB
2026-01-07 05:55:00,160 MB,350 MB,3.66 TB,9.59 TB,1.09 TB,3.59 TB
2026-01-07 06:00:00,160 MB,351 MB,3.66 TB,9.60 TB,1.09 TB,3.59 TB
2026-01-07 06:05:00,160 MB,352 MB,3.67 TB,9.61 TB,1.09 TB,3.60 TB
2026-01-07 06:10:00,160 MB,353 MB,3.67 TB,9.62 TB,1.10 TB,3.60 TB
2026-01-07 06:15:00,160 MB,353 MB,3.67 TB,9.63 TB,1.10 TB,3.60 TB
2026-01-07 06:20:00,161 MB,354 MB,3.68 TB,9.64 TB,1.10 TB,3.61 TB
2026-01-07 06:25:00,161 MB,355 MB,3.68 TB,9.65 TB,1.11 TB,3.61 TB
2026-01-07 06:30:00,161 MB,356 MB,3.68 TB,9.66 TB,1.11 TB,3.61 TB
2026-01-07 06:35:00,161 MB,357 MB,3.69 TB,9.67 TB,1.11 TB,3.62 TB
2026-01-07 06:40:00,161 MB,358 MB,3.69 TB,9.68 TB,1.12 TB,3.62 TB
2026-01-07 06:45:00,161 MB,359 MB,3.69 TB,9.69 TB,1.12 TB,3.63 TB
2026-01-07 06:50:00,161 MB,360 MB,3.70 TB,9.71 TB,1.12 TB,3.63 TB
2026-01-07 06:55:00,161 MB,361 MB,3.70 TB,9.72 TB,1.13 TB,3.63 TB
2026-01-07 07:00:00,162 MB,361 MB,3.70 TB,9.73 TB,1.13 TB,3.64 TB
2026-01-07 07:05:00,162 MB,362 MB,3.71 TB,9.74 TB,1.13 TB,3.64 TB
2026-01-07 07:10:00,162 MB,363 MB,3.71 TB,9.75 TB,1.14 TB,3.64 TB
2026-01-07 07:15:00,162 MB,364 MB,3.71 TB,9.76 TB,1.14 TB,3.65 TB
2026-01-07 07:20:00,162 MB,365 MB,3.72 TB,9.77 TB,1.14 TB,3.65 TB
2026-01-07 07:25:00,162 MB,366 MB,3.72 TB,9.78 TB,1.15 TB,3.65 TB
2026-01-07 07:30:00,162 MB,367 MB,3.72 TB,9.79 TB,1.15 TB,3.66 TB
2026-01-07 07:35:00,162 MB,368 MB,3.73 TB,9.80 TB,1.15 TB,3.66 TB
2026-01-07 07:40:00,163 MB,369 MB,3.73 TB,9.81 TB,1.16 TB,3.66 TB
2026-01-07 07:45:00,163 MB,369 MB,3.73 TB,9.82 TB,1.16 TB,3.67 TB
2026-01-07 07:50:00,163 MB,370 MB,3.74 TB,9.83 TB,1.16 TB,3.67 TB
2026-01-07 07:55:00,163 MB,371 MB,3.74 TB,9.84 TB,1.17 TB,3.67 TB
2026-01-07 08:00:00,163 MB,372 MB,3.74 TB,9.85 TB,1.17 TB,3.68 TB
2026-01-07 08:05:00,163 MB,373 MB,3.75 TB,9.86 TB,1.17 TB,3.68 TB
2026-01-07 08:10:00,163 MB,374 MB,3.75 TB,9.87 TB,1.18 TB,3.68 TB
2026-01-07 08:15:00,163 MB,375 MB,3.75 TB,9.88 TB,1.18 TB,3.69 TB
2026-01-07 08:20:00,164 MB,376 MB,3.76 TB,9.89 TB,1.18 TB,3.69 TB
2026-01-07 08:25:00,164 MB,377 MB,3.76 TB,9.90 TB,1.19 TB,3.69 TB
2026-01-07 08:30:00,164 MB,377 MB,3.76 TB,9.91 TB,1.19 TB,3.70 TB
2026-01-07 08:35:00,164 MB,378 MB,3.77 TB,9.92 TB,1.19 TB,3.70 TB
2026-01-07 08:40:00,164 MB,379 MB,3.77 TB,9.93 TB,1.20 TB,3.70 TB
2026-01-07 08:45:00,164 MB,380 MB,3.77 TB,9.94 TB,1.20 TB,3.71 TB
2026-01-07 08:50:00,164 MB,381 MB,3.78 TB,9.95 TB,1.20 TB,3.71 TB
2026-01-07 08:55:00,164 MB,382 MB,3.78 TB,9.96 TB,1.21 TB,3.71 TB
2026-01-07 09:00:00,165 MB,383 MB,3.78 TB,9.97 TB,1.21 TB,3.72 TB
2026-01-07 09:05:00,165 MB,384 MB,3.79 TB,9.98 TB,1.21 TB,3.72 TB
2026-01-07 09:10:00,165 MB,384 MB,3.79 TB,9.99 TB,1.22 TB,3.72 TB
2026-01-07 09:15:00,165 MB,385 MB,3.79 TB,9.99 TB,1.22 TB,3.73 TB
2026-01-07 09:20:00,165 MB,386 MB,3.80 TB,10.00 TB,1.22 TB,3.73 TB
2026-01-07 09:25:00,165 MB,387 MB,3.80 TB,10.0 TB,1.23 TB,3.73 TB
2026-01-07 09:30:00,165 MB,387 MB,3.81 TB,10.0 TB,1.23 TB,3.73 TB
2026-01-07 09:35:00,165 MB,388 MB,3.81 TB,10.0 TB,1.24 TB,3.74 TB
2026-01-07 09:40:00,166 MB,389 MB,3.81 TB,10.0 TB,1.24 TB,3.74 TB
2026-01-07 09:45:00,166 MB,390 MB,3.82 TB,10.0 TB,1.24 TB,3.74 TB
2026-01-07 09:50:00,166 MB,391 MB,3.82 TB,10.0 TB,1.25 TB,3.74 TB
2026-01-07 09:55:00,166 MB,391 MB,3.82 TB,10.1 TB,1.25 TB,3.75 TB
2026-01-07 10:00:00,166 MB,392 MB,3.82 TB,10.1 TB,1.25 TB,3.75 TB
2026-01-07 10:05:00,166 MB,393 MB,3.83 TB,10.1 TB,1.26 TB,3.75 TB
2026-01-07 10:10:00,166 MB,394 MB,3.83 TB,10.1 TB,1.26 TB,3.76 TB